anio;jurisdiccion;Empresa;linea
08/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 512"
08/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 506"
08/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 513"
08/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 509C"
08/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 500H"
08/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 507"
08/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 503"
08/2016;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO";"LINEA 500D"
08/2016;MUNICIPAL;"TRATADO DEL PILAR S.R.L.";"LINEA 501B"
08/2016;MUNICIPAL;"UNION PLATENSE S.R.L";"NORTE MUNICIPAL"
08/2016;MUNICIPAL;"UNION PLATENSE S.R.L";"LINEA 520C"
08/2016;MUNICIPAL;"UNION PLATENSE S.R.L";"LINEA SUR MUNICIPAL"
08/2016;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T";"LINEA 503A BS AS"
08/2016;MUNICIPAL;"UTENOR LINEA 722 UNION TRANSITORIA DE EMPRESAS";"LINEA 722"
08/2016;MUNICIPAL;"VILLA GALICIA SAN JOSE S.A.";"LINEA 510A"
08/2016;MUNICIPAL;"VILLA GALICIA SAN JOSE S.A.";"LINEA 564"
08/2016;MUNICIPAL;"VILLA NUEVA S.A.";"LINEA 582"
08/2016;MUNICIPAL;"VILLA NUEVA S.A.";"LINEA 580"
08/2016;MUNICIPAL;"YITOS S.A.";"LINEA 543"
08/2016;MUNICIPAL;"YITOS S.A.";"LINEA 541"
08/2016;MUNICIPAL;"YITOS S.A.";"LINEA 544"
08/2016;MUNICIPAL;"YITOS S.A.";"LINEA 561"
08/2016;MUNICIPAL;"YITOS S.A.";"LINEA 562"
07/2016;MUNICIPAL;"25 DE MAYO LINEA 278 S.A.";"LINEA 585"
07/2016;MUNICIPAL;"25 DE MAYO LINEA 278 S.A.";"LINEA 586"
07/2016;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPOR";"LINEA 622"
07/2016;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPOR";"LINEA 628"
07/2016;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL";"LINEA 552 BSAS"
07/2016;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL";"LINEA 540 BSAS"
07/2016;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL";"LINEA 553 BSAS"
07/2016;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL";"LINEA 550 BSAS"
07/2016;MUNICIPAL;"AUTOBUSES SANTA FE S.R.L";"LINEA 553A"
07/2016;MUNICIPAL;"AUTOBUSES SANTA FE S.R.L";"LINEA 540A"
07/2016;MUNICIPAL;"AUTOBUSES SANTA FE S.R.L";"LINEA 550A"
07/2016;MUNICIPAL;"AUTOBUSES SANTA FE S.R.L";"LINEA 552A"
07/2016;MUNICIPAL;"CIUDAD DE SAN FERNANDO S.A.";"LINEA 710"
07/2016;MUNICIPAL;"COMPAÑIA DE MICROOMNIBUS LA COLORADA S.A.C.I.";"LINEA 505 D"
07/2016;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 670"
07/2016;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 507B"
07/2016;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 504B"
07/2016;MUNICIPAL;"COMPAÑIA TEMPERLEY S.R.L.";"LINEA 549"
07/2016;MUNICIPAL;"COOPERATIVA 3 DE JULIO LIMITAD";"LINEA_500-503"
07/2016;MUNICIPAL;"EL URBANO S.R.L";"LINEA 527"
07/2016;MUNICIPAL;"EL URBANO S.R.L";"LINEA 522"
07/2016;MUNICIPAL;"EMPALME LOBOS S.R.L.";"LINEA 501D"
07/2016;MUNICIPAL;"EMPALME LOBOS S.R.L.";"LINEA 502A"
07/2016;MUNICIPAL;"EMPRESA 501 S.A.";"LINEA 501 A"
07/2016;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L.";"LINEA 524"
07/2016;MUNICIPAL;"EMPRESA DE  TRANSPORTE PARQUE COSTERO DEL SUR SRL";"LINEA 600"
07/2016;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L.";"LINEA 518"
07/2016;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L.";"LINEA 532"
07/2016;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 561B"
07/2016;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 508C"
07/2016;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA OESTE"
07/2016;MUNICIPAL;"EXPRESO ARSENO S.R.L";"LINEA 514"
07/2016;MUNICIPAL;"EXPRESO COOP.DE TRABAJO 6 DE JULIO LIMITADA";"LINEA SIN NUMERO (COOP 6 DE JULIO)"
07/2016;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A";"LINEA 503 ESTE"
07/2016;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A";"LINEA 518 LA PLATA"
07/2016;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I.";"LINEA 506F"
07/2016;MUNICIPAL;"GENERAL PACHECO S.R.L.";"LINEA 721"
07/2016;MUNICIPAL;"GENERAL SAN MARTIN S.A.C.";"LINEA 707"
07/2016;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 505"
07/2016;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 570"
07/2016;MUNICIPAL;"GRAND BOURG S.A.T.C.I.";"LINEA 740"
07/2016;MUNICIPAL;"LA CABAÑA S.A.";"LINEA 635 BS AS"
07/2016;MUNICIPAL;"LA CABAÑA S.A.";"LINEA 624"
07/2016;MUNICIPAL;"LA CENTRAL DE ESCOBAR S.A.";"LINEA 520A"
07/2016;MUNICIPAL;"LA PAZ AMADOR";"LINEA 542"
07/2016;MUNICIPAL;"LA PAZ AMADOR";"LINEA 551"
07/2016;MUNICIPAL;"LA PERLITA S.A.";"LINEA 501G"
07/2016;MUNICIPAL;"LA PERLITA S.A.";"LINEA 500G"
07/2016;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL";"LINEA 509"
07/2016;MUNICIPAL;"LA PRIMERA DE MALVINAS ARG UTE";"LINEA 501I"
07/2016;MUNICIPAL;"LA VECINAL DE LA MATANZA S.A.C.I. DE MICROOMNIBUS";"LINEA 630"
07/2016;MUNICIPAL;"LARROQUE LINEA 548 S.R.L.";"LINEA 548"
07/2016;MUNICIPAL;"LINEA 216 S.A. DE T.";"LINEA 634"
07/2016;MUNICIPAL;"LINEA 216 S.A. DE T.";"LINEA 504A"
07/2016;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.C.";"LINEA 502"
07/2016;MUNICIPAL;"LINEA SESENTA S.A.";"LINEA 503 B"
07/2016;MUNICIPAL;"LINEA SESENTA S.A.";"LINEA 514"
07/2016;MUNICIPAL;"LINEA SESENTA S.A.";"LINEA 509"
07/2016;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A.";"LINEA 520B"
07/2016;MUNICIPAL;"MICRO OMNIBUS ESTE S.A.";"LINEA 521 A"
07/2016;MUNICIPAL;"MICRO OMNIBUS ESTE S.A.";"LINEA 526"
07/2016;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 584"
07/2016;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 603"
07/2016;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 619"
07/2016;MUNICIPAL;"MICROEXPRES S.A";"LINEA 503 ESTE LA PLATA"
07/2016;MUNICIPAL;"MONTE GRANDE S.A.";"LINEA 501C"
07/2016;MUNICIPAL;"MONTERREY S.R.L.";"LINEA 506A"
07/2016;MUNICIPAL;"NUEVO IDEAL S.A.";"LINEA 620"
07/2016;MUNICIPAL;"PILAR BUS S.A.";"LINEA 510B"
07/2016;MUNICIPAL;"PRIMERA JUNTA S.A.";"LINEA 583"
07/2016;MUNICIPAL;"PRIMERA JUNTA S.A.";"LINEA 501E"
07/2016;MUNICIPAL;"PRIMERA JUNTA S.A.";"LINEA 504C"
07/2016;MUNICIPAL;"RUTA BUS S.A.";"LINEA 501H"
07/2016;MUNICIPAL;"RUTA BUS S.A.";"LINEA 511B"
07/2016;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 521B"
07/2016;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 506C"
07/2016;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 503C"
07/2016;MUNICIPAL;"SARGENTO CABRAL S.A.T.";"LINEA 741"
07/2016;MUNICIPAL;"SERGIO A. RIVAS S.R.L";"LINEA 503H (RIVAS)"
07/2016;MUNICIPAL;"TIGRE S.A.";"LINEA 508A"
07/2016;MUNICIPAL;"TIGRE S.A.";"LINEA 505C"
07/2016;MUNICIPAL;"TIGRE S.A.";"LINEA 506B"
07/2016;MUNICIPAL;"TIGRE S.A.";"LINEA 720"
07/2016;MUNICIPAL;"TIGRE S.A.";"LINEA 513A"
07/2016;MUNICIPAL;"TIGRE S.A.";"LINEA 505E"
07/2016;MUNICIPAL;"TIGRE S.A.";"LINEA 511A"
07/2016;MUNICIPAL;"TIGRE S.A. LINEA 723";"LINEA 723"
07/2016;MUNICIPAL;"TRANPOSRTE DE PASAJEROS SRL";"LINEA 523"
07/2016;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L.";"LINEA 503"
07/2016;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L.";"LINEA 502B"
07/2016;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L.";"LINEA 501F"
07/2016;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L.";"LINEA 500C"
07/2016;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L.";"LINEA 515"
07/2016;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 621"
07/2016;MUNICIPAL;"TRANSPORTE SANTA RITA S.R.L.";"LINEA 500B"
07/2016;MUNICIPAL;"TRANSPORTES EL LITORAL S.A.";"LINEA 749"
07/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 506"
07/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 511"
07/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 508"
07/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 500H"
07/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 509C"
07/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 512"
07/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 513"
07/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 503"
07/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 507"
07/2016;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO";"LINEA 500D"
07/2016;MUNICIPAL;"TRATADO DEL PILAR S.R.L.";"LINEA 501B"
07/2016;MUNICIPAL;"UNION PLATENSE S.R.L";"LINEA SUR MUNICIPAL"
07/2016;MUNICIPAL;"UNION PLATENSE S.R.L";"LINEA 520C"
07/2016;MUNICIPAL;"UNION PLATENSE S.R.L";"NORTE MUNICIPAL"
07/2016;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T";"LINEA 503A BS AS"
07/2016;MUNICIPAL;"UTENOR LINEA 722 UNION TRANSITORIA DE EMPRESAS";"LINEA 722"
07/2016;MUNICIPAL;"VILLA GALICIA SAN JOSE S.A.";"LINEA 564"
07/2016;MUNICIPAL;"VILLA GALICIA SAN JOSE S.A.";"LINEA 510A"
07/2016;MUNICIPAL;"VILLA NUEVA S.A.";"LINEA 580"
07/2016;MUNICIPAL;"VILLA NUEVA S.A.";"LINEA 582"
07/2016;MUNICIPAL;"YITOS S.A.";"LINEA 561"
07/2016;MUNICIPAL;"YITOS S.A.";"LINEA 544"
07/2016;MUNICIPAL;"YITOS S.A.";"LINEA 543"
07/2016;MUNICIPAL;"YITOS S.A.";"LINEA 562"
07/2016;MUNICIPAL;"YITOS S.A.";"LINEA 541"
06/2016;MUNICIPAL;"25 DE MAYO LINEA 278 S.A.";"LINEA 585"
06/2016;MUNICIPAL;"25 DE MAYO LINEA 278 S.A.";"LINEA 586"
06/2016;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPOR";"LINEA 628"
06/2016;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPOR";"LINEA 622"
06/2016;MUNICIPAL;"AUTOBUSES SANTA FE S.R.L";"LINEA 550A"
06/2016;MUNICIPAL;"AUTOBUSES SANTA FE S.R.L";"LINEA 552A"
06/2016;MUNICIPAL;"AUTOBUSES SANTA FE S.R.L";"LINEA 553A"
06/2016;MUNICIPAL;"AUTOBUSES SANTA FE S.R.L";"LINEA 540A"
06/2016;MUNICIPAL;"C.A. ECOTRANS S.A.";"LINEA 503A"
06/2016;MUNICIPAL;"C.A. ECOTRANS S.A.";"LINEA 635"
06/2016;MUNICIPAL;"CIUDAD DE SAN FERNANDO S.A.";"LINEA 710"
06/2016;MUNICIPAL;"COMPAÑIA DE MICROOMNIBUS LA COLORADA S.A.C.I.";"LINEA 505 D"
06/2016;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 507B"
06/2016;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 504B"
06/2016;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 670"
06/2016;MUNICIPAL;"COMPAÑIA TEMPERLEY S.R.L.";"LINEA 549"
06/2016;MUNICIPAL;"COOPERATIVA 3 DE JULIO LIMITAD";"LINEA_500-503"
06/2016;MUNICIPAL;"EL URBANO S.R.L";"LINEA 527"
06/2016;MUNICIPAL;"EL URBANO S.R.L";"LINEA 522"
06/2016;MUNICIPAL;"EMPALME LOBOS S.R.L.";"LINEA 501D"
06/2016;MUNICIPAL;"EMPALME LOBOS S.R.L.";"LINEA 502A"
06/2016;MUNICIPAL;"EMPRESA 501 S.A.";"LINEA 501 A"
06/2016;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L.";"LINEA 524"
06/2016;MUNICIPAL;"EMPRESA DE  TRANSPORTE PARQUE COSTERO DEL SUR SRL";"LINEA 600"
06/2016;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L.";"LINEA 532"
06/2016;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L.";"LINEA 518"
06/2016;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA OESTE"
06/2016;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 508C"
06/2016;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 561B"
06/2016;MUNICIPAL;"EXPRESO ARSENO S.R.L";"LINEA 514"
06/2016;MUNICIPAL;"EXPRESO COOP.DE TRABAJO 6 DE JULIO LIMITADA";"LINEA SIN NUMERO (COOP 6 DE JULIO)"
06/2016;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A";"LINEA 518 LA PLATA"
06/2016;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A";"LINEA 503 ESTE"
06/2016;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I.";"LINEA 506F"
06/2016;MUNICIPAL;"GENERAL PACHECO S.R.L.";"LINEA 721"
06/2016;MUNICIPAL;"GENERAL SAN MARTIN S.A.C.";"LINEA 707"
06/2016;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 570"
06/2016;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 505"
06/2016;MUNICIPAL;"GRAND BOURG S.A.T.C.I.";"LINEA 740"
06/2016;MUNICIPAL;"LA CABAÑA S.A.";"LINEA 624"
06/2016;MUNICIPAL;"LA CENTRAL DE ESCOBAR S.A.";"LINEA 520A"
06/2016;MUNICIPAL;"LA PAZ AMADOR";"LINEA 551"
06/2016;MUNICIPAL;"LA PAZ AMADOR";"LINEA 542"
06/2016;MUNICIPAL;"LA PERLITA S.A.";"LINEA 500G"
06/2016;MUNICIPAL;"LA PERLITA S.A.";"LINEA 501G"
06/2016;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL";"LINEA 509"
06/2016;MUNICIPAL;"LA PRIMERA DE MALVINAS ARG UTE";"LINEA 501I"
06/2016;MUNICIPAL;"LA VECINAL DE LA MATANZA S.A.C.I. DE MICROOMNIBUS";"LINEA 630"
06/2016;MUNICIPAL;"LARROQUE LINEA 548 S.R.L.";"LINEA 548"
06/2016;MUNICIPAL;"LINEA 216 S.A. DE T.";"LINEA 504A"
06/2016;MUNICIPAL;"LINEA 216 S.A. DE T.";"LINEA 634"
06/2016;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.C.";"LINEA 502"
06/2016;MUNICIPAL;"LINEA SESENTA S.A.";"LINEA 509"
06/2016;MUNICIPAL;"LINEA SESENTA S.A.";"LINEA 514"
06/2016;MUNICIPAL;"LINEA SESENTA S.A.";"LINEA 503 B"
06/2016;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A.";"LINEA 520B"
06/2016;MUNICIPAL;"MICRO OMNIBUS ESTE S.A.";"LINEA 526"
06/2016;MUNICIPAL;"MICRO OMNIBUS ESTE S.A.";"LINEA 521 A"
06/2016;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 603"
06/2016;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 619"
06/2016;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";"LINEA 584"
06/2016;MUNICIPAL;"MICROEXPRES S.A";"LINEA 503 ESTE LA PLATA"
06/2016;MUNICIPAL;"MONTE GRANDE S.A.";"LINEA 501C"
06/2016;MUNICIPAL;"MONTERREY S.R.L.";"LINEA 506A"
06/2016;MUNICIPAL;"NUEVO IDEAL S.A.";"LINEA 620"
06/2016;MUNICIPAL;"PILAR BUS S.A.";"LINEA 510B"
06/2016;MUNICIPAL;"PRIMERA JUNTA S.A.";"LINEA 583"
06/2016;MUNICIPAL;"PRIMERA JUNTA S.A.";"LINEA 504C"
06/2016;MUNICIPAL;"PRIMERA JUNTA S.A.";"LINEA 501E"
06/2016;MUNICIPAL;"RUTA BUS S.A.";"LINEA 511B"
06/2016;MUNICIPAL;"RUTA BUS S.A.";"LINEA 501H"
06/2016;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 506C"
06/2016;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 503C"
06/2016;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES";"LINEA 521B"
06/2016;MUNICIPAL;"SARGENTO CABRAL S.A.T.";"LINEA 741"
06/2016;MUNICIPAL;"SERGIO A. RIVAS S.R.L";"LINEA 503H (RIVAS)"
06/2016;MUNICIPAL;"TIGRE S.A.";"LINEA 511A"
06/2016;MUNICIPAL;"TIGRE S.A.";"LINEA 720"
06/2016;MUNICIPAL;"TIGRE S.A.";"LINEA 513A"
06/2016;MUNICIPAL;"TIGRE S.A.";"LINEA 508A"
06/2016;MUNICIPAL;"TIGRE S.A.";"LINEA 505C"
06/2016;MUNICIPAL;"TIGRE S.A.";"LINEA 505E"
06/2016;MUNICIPAL;"TIGRE S.A.";"LINEA 506B"
06/2016;MUNICIPAL;"TIGRE S.A. LINEA 723";"LINEA 723"
06/2016;MUNICIPAL;"TRANPOSRTE DE PASAJEROS SRL";"LINEA 523"
06/2016;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L.";"LINEA 503"
06/2016;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L.";"LINEA 502B"
06/2016;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L.";"LINEA 501F"
06/2016;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L.";"LINEA 500C"
06/2016;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L.";"LINEA 515"
06/2016;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A.";"LINEA 621"
06/2016;MUNICIPAL;"TRANSPORTE SANTA RITA S.R.L.";"LINEA 500B"
06/2016;MUNICIPAL;"TRANSPORTES EL LITORAL S.A.";"LINEA 749"
06/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 509C"
06/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 511"
06/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 512"
06/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 503"
06/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 508"
06/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 513"
06/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 507"
06/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 500H"
06/2016;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A.";"LINEA 506"
06/2016;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO";"LINEA 500D"
06/2016;MUNICIPAL;"TRATADO DEL PILAR S.R.L.";"LINEA 501B"
06/2016;MUNICIPAL;"UNION PLATENSE S.R.L";"LINEA 520C"
06/2016;MUNICIPAL;"UNION PLATENSE S.R.L";"NORTE MUNICIPAL"
06/2016;MUNICIPAL;"UNION PLATENSE S.R.L";"LINEA SUR MUNICIPAL"
06/2016;MUNICIPAL;"UTENOR LINEA 722 UNION TRANSITORIA DE EMPRESAS";"LINEA 722"
06/2016;MUNICIPAL;"VILLA GALICIA SAN JOSE S.A.";"LINEA 564"
06/2016;MUNICIPAL;"VILLA GALICIA SAN JOSE S.A.";"LINEA 510A"
06/2016;MUNICIPAL;"VILLA NUEVA S.A.";"LINEA 580"
06/2016;MUNICIPAL;"VILLA NUEVA S.A.";"LINEA 582"
06/2016;MUNICIPAL;"YITOS S.A.";"LINEA 562"
06/2016;MUNICIPAL;"YITOS S.A.";"LINEA 541"
06/2016;MUNICIPAL;"YITOS S.A.";"LINEA 561"
06/2016;MUNICIPAL;"YITOS S.A.";"LINEA 543"
06/2016;MUNICIPAL;"YITOS S.A.";"LINEA 544"
05/2016;MUNICIPAL;"25 DE MAYO LINEA 278 S.A.";"LINEA 586"
05/2016;MUNICIPAL;"25 DE MAYO LINEA 278 S.A.";"LINEA 585"
05/2016;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPOR";"LINEA 622"
05/2016;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPOR";"LINEA 628"
05/2016;MUNICIPAL;"AUTOBUSES SANTA FE S.R.L";"LINEA 553A"
05/2016;MUNICIPAL;"AUTOBUSES SANTA FE S.R.L";"LINEA 540A"
05/2016;MUNICIPAL;"AUTOBUSES SANTA FE S.R.L";"LINEA 550A"
05/2016;MUNICIPAL;"AUTOBUSES SANTA FE S.R.L";"LINEA 552A"
05/2016;MUNICIPAL;"C.A. ECOTRANS S.A.";"LINEA 503A"
05/2016;MUNICIPAL;"C.A. ECOTRANS S.A.";"LINEA 635"
05/2016;MUNICIPAL;"CIUDAD DE SAN FERNANDO S.A.";"LINEA 710"
05/2016;MUNICIPAL;"COMPAÑIA DE MICROOMNIBUS LA COLORADA S.A.C.I.";"LINEA 505 D"
05/2016;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 670"
05/2016;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 504B"
05/2016;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L.";"LINEA 507B"
05/2016;MUNICIPAL;"COMPAÑIA TEMPERLEY S.R.L.";"LINEA 549"
05/2016;MUNICIPAL;"COOPERATIVA 3 DE JULIO LIMITAD";"LINEA_500-503"
05/2016;MUNICIPAL;"EL URBANO S.R.L";"LINEA 527"
05/2016;MUNICIPAL;"EL URBANO S.R.L";"LINEA 522"
05/2016;MUNICIPAL;"EMPALME LOBOS S.R.L.";"LINEA 502A"
05/2016;MUNICIPAL;"EMPALME LOBOS S.R.L.";"LINEA 501D"
05/2016;MUNICIPAL;"EMPRESA 501 S.A.";"LINEA 501 A"
05/2016;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L.";"LINEA 524"
05/2016;MUNICIPAL;"EMPRESA DE  TRANSPORTE PARQUE COSTERO DEL SUR SRL";"LINEA 600"
05/2016;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L.";"LINEA 518"
05/2016;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L.";"LINEA 532"
05/2016;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 561B"
05/2016;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA OESTE"
05/2016;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T.";"LINEA 508C"
05/2016;MUNICIPAL;"EXPRESO ARSENO S.R.L";"LINEA 514"
05/2016;MUNICIPAL;"EXPRESO COOP.DE TRABAJO 6 DE JULIO LIMITADA";"LINEA SIN NUMERO (COOP 6 DE JULIO)"
05/2016;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A";"LINEA 518 LA PLATA"
05/2016;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A";"LINEA 503 ESTE"
05/2016;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I.";"LINEA 506F"
05/2016;MUNICIPAL;"GENERAL PACHECO S.R.L.";"LINEA 721"
05/2016;MUNICIPAL;"GENERAL SAN MARTIN S.A.C.";"LINEA 707"
05/2016;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 505"
05/2016;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F.";"LINEA 570"
05/2016;MUNICIPAL;"GRAND BOURG S.A.T.C.I.";"LINEA 740"
05/2016;MUNICIPAL;"LA CABAÑA S.A.";"LINEA 624"
05/2016;MUNICIPAL;"LA CENTRAL DE ESCOBAR S.A.";"LINEA 520A"
05/2016;MUNICIPAL;"LA PAZ AMADOR";"LINEA 551"
05/2016;MUNICIPAL;"LA PAZ AMADOR";"LINEA 542"
05/2016;MUNICIPAL;"LA PERLITA S.A.";"LINEA 501G"
05/2016;MUNICIPAL;"LA PERLITA S.A.";"LINEA 500G"
05/2016;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL";"LINEA 509"
05/2016;MUNICIPAL;"LA PRIMERA DE MALVINAS ARG UTE";"LINEA 501I"
05/2016;MUNICIPAL;"LA VECINAL DE LA MATANZA S.A.C.I. DE MICROOMNIBUS";"LINEA 630"
